a,1.909090909E9,1, 6.5224806E9
Frank,1.909090909E9,1, 2.23858333E10
Num1,1.909090909E9,1, 1.29345726E10
William,1.909090909E9,1, 2.0303816E10
asda,1.909090909E9,1, 1.78223849E10
Gtsnk,1.909090909E9,1, 1.85648745E10
sdf,1.909090909E9,1, 2.27981046E10
Frank,1.909090909E9,1, 0.0
sdfsdfsd,1.909090909E9,1, 0.0
Chris,1.909090909E9,1, 2.1548059E10
